,quoteIndex,quoteText,hitDocId,hitText,hitStart,hitEnd,simScore,hitResult,estc_id,main_category,full_title,work_id,publication_year,language,publication_place,primary_author
90,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",1255600600,"as, a mnan, a body, an angel, &c. Every thing that can
Complex

'
be divided by the mind into two or more ideas is called
Lcomplex.
r Is that which joins together different kinds of ideas,
I whether simple or complex ; forinstance, harmony, which
Compound .

is compounded of different sounds united ; and man, who
L's compounded of spirit and matter.
f Is formed by the",4036,4406,0.805,Meaning Match,T191684,ephemera-entertainment,"A key to the pedigree of logical knowledge. Explaining the origin and nature of ideas; the meaning of the different terms or words; the parts requisite to form a proposition, also their distinct kinds, quantity, & quality; the difference between right and false judgment; and an explanation of The various kinds of Syllogisms fit to be used in Argument, Before a Conclusion ought to be formed. to which are added, a few general directions or rules, necessary to be known, and worthy to be followed by every one who is in the pursuit of knowledge.",X-a key to the pedigree of logical knowledge,1798,English,London,
91,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",533300200,"Things, ob. in their Conception
they often fee no farther than the immediate
Import of Words and Nlames, without conider-
ing whether these are properly applied or
otherwise. To certain Terms are ainexed,
certain Aflociations of Ideas, ad it is frequent-
ly tthofe Afociations of Ideas alone, 'y w'ich
th.ey. form their Opinions and reglate their
Condut.

D 3 HEaB

( 3",43267,43636,0.804,Topical,T83634,law,"A review of the three great national questions relative to a declaration of right, Poynings' law, and the mutiny bill.",25560-a review of three great national questions relative to declaration of right poynings law and mutiny bill,1781,English,Dublin,"sheridan, charles francis, 1750-1806"
92,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",452200400,". though the Idea we
""have of either of them, be but the Compli-
"" cation, or Colledion of those several simple
"" Ideas, or sensible Qualities, which we use to
""find united in the Thing called Horse or
"" Srone; yet, because we cannot conceive how
"" they should subsist alone, nor one in ano-
""ther, we suppose them to exist in, and to be
""supported by some common Subje&",3686,4056,0.804,Meaning Match,T138026,religion,"A view of the invisible world: or, general history of apparitions. Collected from the best authorities, both antient and modern; and attested by Authors of the highest Reputation and Credit. Illustrated With a Variety of Notes and parallel Cases; in which, some Account of the Nature and Cause of Departed Spirits visiting their former Stations by returning again into the present World, is treated in a Manner different to the prevailing Opinions of Mankind. And An Attempt is made from Rational Principles, to account for the Species of such supernatural Appearances, when they may be suppos'd consistent with the Divine Appointment in the Government of the World. With the Sentiments of Monsieur Le Clerc, Mr. Locke, Mr. Addison, and Others, on this important Subject. In Which, Some humourous and diverting Instances are remark'd, in order to divert that Gloom of Melancholy that naturally arises in the Human Mind, from reading or medicating on these Subjects. Illustrated with suitable cuts.",4658-essay on history and reality of apparitions,1752,English,London,"defoe, daniel, 1661?-1731"
93,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",580800401,"ideas of substances are fantastical, which are made conformable to
no pattern existing, that we know of, and that consist of such a col-
ledtion of ideas as no fubfrance ever fiewed us united together. This
fort of ideas being made in reference to things existing without us, and
being intended to be representations of substances, as they really arecan
be no farther real than as they are combinations of simple ideas, which
are really united and co",61700,62150,0.804,Meaning Match,T150276,science,"A system of natural philosophy, being a course of lectures in mechanics, optics, hydrostatics, and astronomy; Which are read in St Johns College Cambridge, by T. Rutherforth D.D. F.R.S. Chaplain to his Royal Highness the Prince of Wales. In two volumes. ...",152100-a system of natural philosophy being course of lectures in mechanics optics hydrostatics and astronomy which are read in st johns college cambridge by t,1748,English,Cambridge,"Rutherforth, Thomas, 1712-1771"
94,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",1415300201,";wrhat they; are, I aaofwer sfl. in general,
that by Ideas iddefinitely ar-e underflood any Forms,
Reprefgemations, or Simillitudes of thi;ngs. And% as

by

by our Ideas w~e ordinarily under~rand certain Re-
pareilentative Formxs of things in oar Mindcs, wrhichz
we contemplate as the immediate Objea",396904,397204,0.804,Meaning Match,N38146,philosophy,"An essay towards the theory of the ideal or intelligible world. Design'd for two parts. The first considering it absolutely in it self, and the second in relation to human understanding. Part I. By John Norris, rector of Bemerton near Sarum",51593-an essay towards theory of ideal or intelligible world designd for two parts first considering it absolutely in it self and second in relation to human understanding part 1 by john norris rector of bemerton near sarum,1722,English,London,"Norris, John, 1657-1711"
95,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",196600500,"or separate Idea of any
ibrt.

THINKING, Mfilling, Intellec, Memory,
Hope, Joy, Fear, Love, Grief, and other Terms
which are commonly mistaken to be expressive
of such Simple Ideas; are not realyWords affixed
to any immediate and Purely Spiritual Ideas
which we have of those Operations and Pas-
lions, exclusive of Matter and Sensation, as
tome imagine: But they are",33478,33845,0.804,Meaning Match,T118954,philosophy,"Things divine and supernatural conceived by analogy with things natural and human. By the author of The procedure, extent and limits of human understanding.",59856-things divine and supernatural conceived by analogy with things natural and human by author of procedure extent and limits of human understanding,1733,English,London,"browne, peter, approximately 1666-1735"
96,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",1120900100,"they represent but
that Part of them only wherein they agree
with others of the fame Kind.

Now there abftrated Ideas evidently arise
from a Power that is in the Mind itfeJi to ab-
firad or divide one Part of an Idea from the
other, or to feperate mingled Ideas, and con-
ceive them apart.

Another Sort of abflracred Ideas, and which
indeed are more properly caUcd by thit Name,",146971,147350,0.804,Topical,N25277,philosophy,"Philosophical essays on various subjects, viz. space, substance, body, spirit, the Operations of the Soul in Union with the Body, innate Ideas, perpetual Consciousness, Place and Motion of Spirits, the departing Soul, the Resurrection of the Body, the Production and Operations of Plants and Animals: with some remarks on Mr. Locke's Essay on the human understanding. To which is subjoined a brief scheme of ontology, or the Science of Being in general, with its Affections. By I. Watts, D.D.",4837-philosophical essays on various subjects viz,1755,English,London,"watts, isaac, 1674-1748"
97,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",208300801,"effecs of this union or as-
fociation of ideas, there are none more re-
markable, than those complex ideas, which
are the common fubjetts of our thoughts and
reasoning, and generally arise from some prin-
ciple of union among our simple ideas. These
complex ideas may be divided into Relations,
Modes, andSubftances. We ihall briefly examine
each of there in order, and shall subjoin some
consideration",40999,41401,0.803,Meaning Match,T4002,philosophy,A treatise of human nature: being an attempt to introduce the experimental method of reasoning into moral subjects. ... . of the understanding.,52050-treatise of human nature,1739,English,London,"hume, david, 1711-1776"
98,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",672100900,"something that is conformable to the subjec&
of all rational beings.

ANALYsIS-ZergliederlnIg,
l) of an idea, is the reduction of it to those characters, of which

it is compounded, in order to render the cognition of it
clearer, though we cannot by this process make it more
complete: hence it does not furnish us with additional
knowledge, but merely arranges what we already poflefs.",301262,301648,0.803,Meaning Match,T94612,philosophy,"Elements of the critical philosophy: containing a concise account of its origin and tendency; a view of all the works published by its founder, Professor Immanuel Kant; and a glossary for the Explanation of Terms and Phrases. To which are added: Three philological essays; chiefly translated from the German of John Christopher Adelung; Aulic Counsellor and First Librarian to the Elector of Saxony. By A. F. M. Willich, M.D.",39405-elements of critical philosophy containing concise account of its origin and tendency view of all works published by its founder professor immanuel kant and glossary for explanation of terms and phrases,1798,English,London,"willich, a. f. m., active 1776., (anthony florian madinger)"
99,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",242800600,"sition of the

Idels,

Ideas themselves, as thatTwice Two is Four, or
that the Whole is equal to all its Parts taken
together, and the like, the Proposition is Self-
evident, or Intuitive. When the Relation of
Agreement or Disagreement between any two
remote Ideas, is discovered by a Train of in-
termediate Ideas, each Antecedent having an
immediate felf-evident Connexion with its",52057,52440,0.803,Meaning Match,T86801,religion,"A collection of tracts, relating to the right of private judgment, the sufficiency of scripture, and the terms of church-communion; upon Christian principles: occasion'd by the late Trinitarian controversy. And now revised and published all together; with a preface: by the author, Thomas Morgan, M. D.",56626-a collection of tracts relating to right of private judgment sufficiency of scripture and terms of church-communion upon christian principles occasiond by trinitarian controversy and now revised and published all together with preface by author thomas morgan m d,1726,English,London,"morgan, thomas, -1743"
100,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",277300500,". imagining, forming ideas
lma""ginary, a. fancied, only in the imagination
Imagination,s. fancy, idea, contrivance
Ima'ginative, a. fantaflic, full of imagination
Ima""gine, v. a. to fancy, to contrive
Imbc""cile, v. a. to lcfen a fortune privately
Imbecil'ity,f. weakness, feebleness",548053,548335,0.803,Topical,T61472,philosophy,"The new spelling dictionary, teaching to write and pronounce the English tongue with easy and propriety; In which each Word is accented according to its just and natural Pronunciation; the Part of Speech is properly distinguished, and The various Significations are ranged in one Line; With a list of proper names of men and women. The whole compiled and digested in a manner entirly new, to make it a complete pocket companion for those Who read Milton, Pope, Addison, Shakespeare, Tillotson and Locke, or other English Authors of Repute in Prose or verse: And in particular to assist young People, Artificers, Trade Men and Foreigners, desirous to understand what they speak, read and write. To which is prefix'd, a grammatical introduction to the English Tongue. By the Rev. John Entick, A. M. Editor of Littleton's Latin and English D[i]ctionary, and Schrevelius's Greek Lexicon. A new edition, carefully revised and corrected; to which are now added, above five thousand Words which were not in any former Impression; with, An exact List of all the Cities, Boroughs, and Market Towns in England and Wales; the Days on which their Markets are held, and their distance from London in measured Miles.",561-enticks new spelling dictionary teaching to write and pronounce english tongue with ease and propriety in which each word is accented according to its just and natural pronunciation part of speech is properly distinguished and various significations are ranged in one line with list of proper names of men and women,1773,English,London,"entick, john, 1703?-1773"
101,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",993400200,"Actions of simple Powers,
and complex Ideas from the complicated Actions of several
simple Powers: No simple Idea can be explained ; as I think is
coifefled by all ; and the Explication of complex. Ideas, is the
shewing of what simple Ideas they are compounded. Let any
Man show any Idea, which does not evidently arise from some
Action or other, if he can. I

In the last Place, I must observe, that",39754,40154,0.803,Meaning Match,W20277,science,"An explication of the first causes of action in matter, and, of the cause of gravitation.",53786-an explication of first causes of action in matter and of cause of gravitation,1745,English,New York,"colden, cadwallader, 1688-1776"
102,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",1196300101,"ties and attributes that essential-
ly appertain to them, and which we ought to assign
thlem by abltraEtion, as confidering them a priori.
Hence it appears, that this doctrine ihould proceed
in its operations from the moil simple ideas; such
as do not admit of any other qualities of which they
may be compounded. These Pimple ideas are, for
example, those of being, of essence, of fubl",554361,554747,0.802,Meaning Match,N1409,politics,"The elements of universal erudition. Containing an analytical abridgment of the sciences, polite arts, and belles lettres. By Baron Bielfeld, Secretary of Lecation to the King of Prussia. Preceptor to Prince Ferdinand, and Chancellor of all the Universities in the Dominions of his Prussian Majesty, Author of the Political Institutes, &c. Translated from the last edition printed at Berlin. By W. Hooper, M.D. In three volumes. ...",56340-erudition universelle,1771,English,Dublin,"bielfeld, jacob friedrich, freiherr von, 1717-1770"
103,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",613100600,"there are some ideas excited equally from
""both); we take no notice of those ideas in which
""two or more particular substances differ, but felee
""those only in which they agree, and connef them
""into one complex idea, by giving them one name:
which complex idea becomes general; that is, it
""may be affirmed of, or belong to, or is found in more
' than one particular fubflance t: aid the several
""",36160,36558,0.802,Meaning Match,T142957,philosophy,"A remonstrance against Lord Viscount Bolingbroke's philosophical religion. Addressed to David Mallet, Esq; the publisher. By G. Anderson.",128501-a remonstrance against lord viscount bolingbrokes philosophical religion addressed to david mallet publisher,1756,English,Edinburgh,"anderson, george, 1676-1756"
104,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",1693700400,"s, and Emotions. By Ideas, I mean all
""c thoughts which rife and pass in s~uccession in the mind.: B y Emotions,
E( all exertions of the muind in arran~ging, combining·, and feparaturg 'r its

sion of tones, therefore, deserves to be attentively ithdied
by every one who would be a fuccefsfu~l orator.

The great",81359,81671,0.801,Topical,T171703,philosophy,"Scoticisms, arranged in alphabetical order, designed to correct improprieties of speech and writing. To which is added, a lecture on elocution: by Dr. Blair",25329-scoticisms arranged in alphabetical order designed to correct improprieties of speech and writing,1797,English,Edinburgh,"beattie, james, 1735-1803"
105,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",120500601,"ar IDEAS themselves:

and they relate either,

I. To the Perception of our own Minds;
2. To the 'hings they are fippofed to represent;
3. t'he cafial "" or afociated"" Relations of ifch Ideas
one to another "" obtaining"" in the Mind.

I. i. Of IDEAS relating to the PERCEPTION of our
own Mind:

And they are said to be either,
11. 29. (",134936,135269,0.801,Meaning Match,T95571,law,"The law of evidence, by Lord Chief Baron Gilbert. Considerably enlarged by Capel Lofft, Barrister at Law. To which is Prefixed, Some Account of the Author; his Abstract of Locke's Essay; and his Argument in a Case of Homicide in Ireland. ...",X-T95571,1791,English,London,"gilbert, geoffrey, sir, 1674-1726"
106,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",452600900,", de l'é-
tendue, de la couleur, du fon &c. font
évidentes par elles- mêmes, quoiqu'on ne
puiffe les définir; mais les mots qui dés
- ignent des idées complexes, c'eft- - di-
re, un affemblage d'idées évidentes con-
'fidétr comme une feule chofe, font les

vrais objets de la définition; parce que les
diff",318382,318688,0.801,Meaning Match,T101601,philosophy,"Lettres philosophiques sur l'origine des préjugés, du dogme de l'immortalité de l'ame, ... Traduites de l'Anglois de J. Toland.",46477-letters to serena containing i,1768,French,Amsterdam,"toland, john, 1670-1722"
107,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",532101200,"many things
which may be defined. Simple ideas,
such as those of movement, ofextenfion,
of colour, of found, &c, are felf-evi-
dent, though we cannot define them;
but the words which design complex
ideas, that is to fay, an assemblage of
evident ideas confidered as one tingle
thing, are the true objects of defini-
tion; because that the different terms
which represent these ideas, when they
are",156414,156811,0.8,Meaning Match,T109902,philosophy,The progress of reason in the search of truth. Translated from the French.,160143-triomphe de la raison sur les prejuges,1785,English,London,"bignicourt, simon de, 1709-1775"
108,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",31701100,"ed by the words, triangle, gratitude, murder, &c.
as dependencies on, or affe&ions of substances. But
these ideas are all general, or abftrat ideas. They are
the creation of the mind, and if they can be said to
depend upon any thing, it must be upon the will of
him who forms them, and who chufes what ideas he
will combine-together, and express, by these names.
The idea of a tri",93765,94145,0.8,Meaning Match,N56029,philosophy,"Logical tracts, comprising observations and essays illustrative of Mr. Locke's treatise upon the human understanding: With Occasional Remarks on the Writings of the Two Scottish Professors, Reid and Stewart, Upon the Same Subject: and a Preface in Vindication of Mr. Locke, Against the Mistakes and Misrepresentations of the Late Mr. Milner, of Hull, Dr. Horne, Bishop of Norwich; Mr. Kett, Fellow of Trinity College, Oxford; and Dr. Napleton, Canon of Hereford. By Thomas Ludlam, M.A.",58560-logical tracts comprising observations and essays illustrative of mr,1790,English,Cambridge,"ludlam, thomas, 1727-1811"
109,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",282600204,"ly the difference betwixt sensations and ideas.
j Ibid. p. 73, 74, and 75.

x

use the faculty of abftration and eparation, which is peculiar o
the intell-eull nature, and without which we never could have
formed ideas of any kind. For in this material world, as some of
the antient philosophers have observed, particularly Anaxagoras, as
I remember, all things are so mni",110339,110711,0.8,Topical,T22183,philosophy,Antient metaphysics. Volume fourth. Containing the history of Man. With an appendix relating to the fille sauvage whom the author saw in France.,7522-antient metaphysics,1795,English,Edinburgh,"Monboddo, James Burnett, lord, 1714-1799"
110,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",358500305,"mple or complex. Such is the Idea of
Man, as compounded of Body and
Spirit; of an Eleatuaty, or other Me-
dicine, compounded of different In-
gredients; and of Harmony, which is
made up of different Sounds united.

9, What is a ColletSive Idea?
A. That which joins together ma.
ny Ideas of the fame Kind, and con-
fiders them in one View. Such is the",41661,42011,0.798,Meaning Match,T109990,philosophy,"Logic made familiar and easy to young gentlemen and ladies. To which is added, a compendious system of metaphysics, or, ontology. Being the fifth volume of the Circle of sciences, &c. Published by the King's Authority.",X-logic made familiar and easy,1752,English,Dublin,
111,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",371400700,"and joyn them together by way of Predication
one of another, and so make up Propositions and
Maxims of Truth, which are called Complex Ideas.
'Even while we are meditating upon, and observing
the Exifence of Things individually, we cannot but
take notice of their Dependencies; which naturally
leads us to reason about their Agreement or Dift.
greement. Thus,- when we confider Matter and
Substance;",15625,16024,0.798,Meaning Match,T101585,religion,"The necessity of a right understanding, in order to true wisdom. A sermon preach'd ... Aug. 26, 1712. ... By Tho. Cox, Jun. ...",166574-necessity of right understanding in order to true wisdom sermon preachd,1712,English,London,"cox, thomas, -1763"
112,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",1603900300,"by one or more, the fame or diferent Ide's is
better to be conceived by inward Reflexion, than
can possibly be explained by Words.

Such an Idea, which is not diftinguiihable into

different Appearances, I call a simple Idea.

When I have any Thought or Perception, which

is resolvable into several Idea's, I call this a com-
plex or compounded Notion. And hence I term any
Be",35195,35572,0.798,Meaning Match,T155541,religion,"Some considerations concerning the Trinity and the ways of managing that controversie. The third edition. Together with an answer to some reflections made upon them, in a late pamphlet entituled, An essay concerning the use of reason, &c. in a letter to the author",23518-some considerations concerning trinity and ways of managing that controversie,1707,English,London,"gastrell, francis, 1662-1725"
113,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",217000101,". LOCKE ascribes
""ideas to many words, which, as I have de-
""fined idea, cannot be said to have any im.
""mediate and precise ones; but only to ad-
"" mit of definitions. However, let definition
' be substituted inftoad of idea, in these ca-
""' fs, and then all Mr. LOCcE's excellent

rules
$ LOCKE'I E.;ay on Human",89246,89559,0.798,Paraphrase,N10052,science,"Observations on the nature, kinds, causes, and prevention of insanity, lunacy, or madness. By Thomas Arnold, M.D. ... . containing observations on the Nature, and various kinds of Insanity.",151518-observations on nature kinds causes and prevention of insanity lunacy or madness by thomas arnold m,1782,English,,"arnold, thomas, 1742-1816"
114,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",219600300,"if it be true "" that none of these
' things could be asserted of Language,
"" were not Words the Symbols of general
""Ideas- and it be further true, that these
""things may be all undeniably aflerted'of

Language""--it will follow (and that
jieceffarily) that WORDS ARE THE SYM-
BOLS OF GENERAL IDEAS.

AND yet perhaps even here may be
an Obje",330034,330373,0.798,Meaning Match,T106496,philosophy,"Hermes: or, a philosophical inquiry concerning language and universal grammar. By J. H.",7465-hermes or philosophical inqviry concerning vniversal grammar,1751,English,London,"harris, james, 1709-1780"
115,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",303900101,"some parts of several, diffe-
' rent and inconsistent ideas are put together.' This definiti-
on is unintelligible and unworthy of his natural acuteness. An
abftra& ideais not the idea of any thing really existent, but a
general idea, in which many particular things agree. It is a
preterition of, or non-attention to the particularities and fpe-
cialities that determine it to one",321226,321607,0.798,Topical,T68477,religion,The philosophical principles of natural and revealed religion. Unfolded in a geometrical order by the Chevalier Ramsay Author of the Travels of Cyrus.,50259-philosophical principles of natural and revealed religion unfolded in geometrical order by chevalier ramsay author of travels of cyrus,1748,English,Glasgow,"ramsay, chevalier, 1686-1743., (andrew michael)"
116,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",1711900203,"idea is introduced. This complex perception,.
or.the perception of the relations which are between.
ideas, .is what we commonly call knowledge: but as
this complex conception is either mediate or im--
mediate, knowledge also admits of the fame divi--
sion, and is either immediate or mediate, or what is
the fame thing, either intuitive or demonfirative;.
either consisting of truths drawn from -the relations",276185,276594,0.797,Meaning Match,T101824,religion,"The looker-on: a periodical paper. By the Rev. Simon Olive-Branch, A.M[.]",190888-looker-on periodical paper by rev,1794,English,London,"roberts, william, steward of the court-leet of manchester"
117,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",124600700,"Ideas; when our Words, are likewise join-
ed, or Separated according as our Ideas are,
they make true Propofiions, which flhow
the. Agreement or Disagreement of Ideas in
our Minds. These Propositions are certain-
iv true. But there are others also, which
are called true, when they represent our
Thoughts and Sentiments, as we indeed
conceive them in our Minds, though they
be not according",15018,15408,0.797,Meaning Match,T99467,religion,"Twelve sermons on the following subjects, viz. I. what is truth? II. Of Things Excellent. III. Of the Righteousness of God. IV. Of the Righteousness of God in the Redemption of Mankind. V. Of the Prescience of God. VI. Vii. Of the State of Man in Paradise. Viii. IX. Of the Crucifixion of Christ. X. Of the Mediation of Christ. XI. Of the Kingdom of Christ. XII. Of the perpetuity of Christ's Kingdom. By Christopher Hussey, D. D. Rector of West-Wickham in Kent, and Chaplain to his Grace the Duke of Dorset.",73622-twelve sermons on following subjects viz i what is truth ii,1753,English,London,
118,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",29600200,"idea
must be of that description of ideas
which are measured by their elevation
above the line of equilibrium.

The

[ 35 ]
The principal of that class of passions,
affections, or ideas are those which are
formed by the highest motions or mo-
dulations of the mind, such as love, am-
bition, power, licentious avarice, pride,
gaming, emulation, and pursuits of
fame and honor. The principal of
that order",29371,29775,0.797,Topical,T93269,law,"A treatise on the real cause and cure of insanity; in which the nature and distinctions of this disease are fully explained, and the Treatment Established on New Principles. Inscribed, by Permission, To the Right Honourable Lord Southampton. By Andrew Harper, Author of the Economy of Health.",68995-a treatise on real cause and cure of insanity in which nature and distinctions of this disease are fully explained and treatment established on new principles inscribed by permission to right honourable lord southampton by andrew harper author of economy of health,1789,English,London,"harper, andrew, -1790"
119,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",1022801000,"tended Substance; and for this
Reason, that it is not possible to have any
Idea at all of unextended Substance.

The Ideal of thinking Being, (faith Mr. Norris)
and extended Being, are compleat and really dilfinc?
Ideas, and not one and the fame Idea incompleatly
confidered. And if the Ideas of these things are
really diftinF, then the things conceived by t",298293,298652,0.797,Topical,T117683,religion,A discourse concerning the resurrection of the same body: with two letters concerning the necessary immateriality of created thinking substance.,116127-a discourse concerning resurrection of same body with two letters concerning necessary immateriality of created thinking substance,1705,English,London,"bold, s., 1649-1737., (samuel)"
120,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",1314900201,"of which now conflitutes our
ideas of recolleation, or of imagination.

3. Thlofe ideas which we repeat without change of the

quantity of that com~bination, with which we sirs1 received
th~em, are called complex ideas, as when you recolleat Weil-
minl~er- Abbey, or the planet Saturn; butr it mul2 be observed,
that thes~e complex ideas, thus re-excit~ed by voli",289053,289416,0.797,Meaning Match,W25004,science,"Zoonomia, or, the laws of organic life. Vol. I. By Erasmus Darwin, M.D. F.R.S. author of The botanic garden. [Four lines from Virgil, with six line translation]",6149-zoonomia or laws of organic life,1796,English,New-York,"darwin, erasmus, 1731-1802"
121,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",293601600,"Perceptions; for as
every Definition of a Term consists of an
accurate Enumeration of the several simple
Ideas we have combin'd in that complex
Mode, it plainly follows, that if we had
made a proper Analysis of our compound
Idea, we could not fail to enumerate all its
compound Parts; but in this we generally
are deficient: No Wonder, therefore, if
another does not underfand either the
Term or Definition, since we",135287,135703,0.797,Meaning Match,T118482,religion,"The life of Adam. Translated from Gio Francisco Loridano. To which is subjoyn'd, An essay towards an analysis of the human mind. Being, An Enquiry into the Original of our Ideas of Good and Evil, and the Nature, Rise, and Progress of the Passions, Habits, and Affections of the Human Soul. By Richard Murray, A. M. & J. U. B.",6597-adamo,1748,English,London,"loredano, giovanni francesco, 1607-1661"
122,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",1127101500,"do not mean any particular
-Agreement, but any, or every Kind of A.-
greement that we are capable of dilcovering
'n our Ideas, As ideas themselves are of va-.
rious Kinds, so the Relations interceding be-

tween

[ 5 J
twcen. them are conformably different. Che
/gresemeilt of yrithinctical Ideas is, I fippolc,
either that of Equalit,, or",2456,2795,0.797,Meaning Match,T47340,philosophy,The second part of The foundation of moral goodness; illustrating and enforcing the principles and reasonings contained in the former. Being an answer to certain remarks communicated by a gentleman to the author.,10083-foundation of moral goodness or further inquiry into original of our idea of virtue,1729,English,London,"balguy, john, 1686-1748"
123,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",179100400,".of natural Ideas. This Bundle, or the most
obvious Ideas in it, we, by our compound-
ing Faculty, unite into one artificial Idea, to
which we add the Idea of something, we
know not what, in which we suppose these
Qualities to subsist, and which for this Reason
we call Substance; and to the artificial Idea
thus formed, we give a Name, which from
that Time becomes the Idea and the Name of",28427,28817,0.796,Meaning Match,T57973,philosophy,"A new method of demonstrating from reason and philosophy the four fundamental points of religion, viz. I. The Existence and the Immateriality of the Spirit or Soul of Man. II. The Existence of the supreme Spirit, or God. III. The Immortality of the Soul of Man. And, IV. The Certainty of a Future State of eternal Happiness or Misery.",198935-a new method of demonstrating from reason and philosophy four fundamental points of religion viz,1756,English,London,gordon
124,33,"l such complex *Ideas,* which however compounded, contain not in them the supposition of subsisting by themselves, but are considered as Dependences on, or Affections of Substances; su",35201000,"n
to be the only Substance or Support,
wherein the unthinking Beings or Ideas can
exilt: But that this Substance which sup-
ports or perceives Ideas (hould it self be an
Idea or like an Ided, is evidently absurd.

CXXXVI. It will perhaps be said,
ihat we want a Sense '(as fomni have ima-
gined) proper to khoW Substances with-
al, which",184944,185281,0.796,Meaning Match,T73934,philosophy,"A treatise concerning the principles of human knowledge. Wherein the chief causes of error and difficulty in the sciences, with the grounds of scepticism, atheism, and irreligion, are inquired into. First printed in the year 1710. To which are added three dialogues between Hylas and Philonous, in opposition to scepticks and atheists. First printed in the year 1713. Both written by George Berkeley, M. A. Fellow of Trinity-College, Dublin.",25255-a treatise concerning principles of human knowlege part i,1734,English,London,"berkeley, george, 1685-1753"
