,quoteIndex,quoteText,hitDocId,hitText,hitStart,hitEnd,simScore,hitResult,estc_id,main_category,full_title,work_id,publication_year,language,publication_place,primary_author
106,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1410500200,"more than a con-

tinual change of place, (abftra6ed from every consideration of matter in
the moving body.) But in its complex or phyical sense, it implies all the
change, both in its quantity of matter and motion, and this is usually called
its MOMENTUM, or quantity of motion. InfRead therefore of using
motion in its simple meaning, I shall hereafter make use of velocity as
its substitute, and for the",583618,584024,0.778,Meaning Match,N19061,science,"Logarithmic tables, Containing the logarithms of all numbers from 1 to 10,000. Together with the logarithms of the sines and tangents of every degree and minute of the quadrant. To which is added a table of natural sines of the same extent, the radius being unity, or I. With an abstract of the arithmetic of logarithms, and their application to the general mensuration of bodies. To which is also added, an appendix of projectiles in a non-resisting medium. Printed for the use of the gentlemen of the Military and Marine Academy, Belmont, Summer-hill, Dublin. By David Bates, principal",X-logarithmic tables,1781,English,Dublin,"bates, david, active 1784"
107,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",541600600,"motion was yet necef-

fary to produce the forms of beings, such as they
are. Motion, in the original element, was a
physical power, an agency capable of producing
new forms of existence; it was the aaive prin-
ciple of creative life, the embryo of the future
world. But it was power without direction,
agency without order, acivity to no end. What-
ever exiftenccs its unguided",278919,279297,0.778,Meaning Match,T78101,science,"An essay on the powers and mechanism of nature; intended, by a deeper analysis of physical principles, to extend, improve, and more firmly establish, the grand superstructure of the Newtonian system. By Robert Young.",62033-an essay on powers and mechanism of nature intended by deeper analysis of physical principles to extend improve and more firmly establish grand superstructure of newtonian system by robert young,1788,English,London,
108,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",460300101,"es them. Other modern philosophers have attempted to
define motion by change of place orfitualion. But that is
no more than the esec7 of motion; and it still remains to
be inquired, what fort of thing it is that produces this es-
sec. Besides, ifit were a good definition, it is not gene-
ral enough, comprehending only one kind of motion,
viz, that fiom place to place; whereas Ar",30951,31332,0.778,Paraphrase,T42127,philosophy,Of the origin and progress of language. |...,X-T42127,1773,English,Edinburgh,"Monboddo, James Burnett, lord, 1714-1799"
109,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1272000200,"One Consideration. The
essential Tendency to Motion, of every one, or of
any one Particle of Matter in this Author's, ima-
ginary infinite Plenum, must be either a tendency
to move some one determinate way at once, or to
move every way at once. A lendency to move
Iome one determinate way, cannot be essential to
any Particle of Matter, but muff arise from
rome External Cause",73043,73419,0.778,Meaning Match,N562,philosophy,"A discourse concerning the being and attributes of God, the obligations of natural religion, and the truth and certainty of the Christian revelation. In Answer to Mr Hobbs, Spinoza, the Author of the Oracle, of Reason, and other Deniers of Natural and Revealed Religion. Being sixteen Sermons, Preach'd in the Cathedral Church of St Paul, in the Years 1704, and 1705, at the Lecture Founded by the Honourable Robert Boyle, Esq; By Samuel Clarke, D. D. Rector of St. James's Westminster. The seventh edition, corrected. There is inserted in this edition, A discourse concerning the Connexion of the Prophesies in the Old Testament, and the Application of them to Christ. There is als added, An answer to a seventh letter, concerning the Argument ? priori, in Proof of the Being of God.",1716-a discourse concerning being and attributes of god obligations of natural religion and truth and certainty of christian revelation,1728,English,London,"clarke, samuel, 1675-1729"
110,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1036000701,".

§. I 14. Hence therefore some Philosophers have
loft their labour, endeavouring to prove there is
no such thing as motion, by using such fophifical
arguments as these. First, if there were motion,
it tnuft be either in the moving thing, or in the
thing to be moved, or in both. It is not in the
moving thing, for when a stone is thrown, motion
cannot be said to be in the cause projecting",122757,123148,0.778,Meaning Match,T153928,science,"The elements of natural philosophy. Chiefly intended for the use of students in universities. By Peter van Musschenbroek, M.D. Professor of Mathematicks and Philosophy in the University of Leyden. Translated from the Latin by John Colson, M. A. and F. R. S. Lucasian Professor of Mathematicks in the University of Cambridge. ...",163984-epitome elementorum physico-mathematicorum,1744,English,London,"musschenbroek, petrus van, 1692-1761"
111,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1192500200,"mover.
Motion, 'will, or accord, movimiento, vo-

luntad.
Motion, orpropofal, propoficion, avifo.
Motion, or requefl, folicitacion, inftancia.
To MOTION a thing, v. a. to propo~e it,

proponer una cosa.
Motioned, p. p. propuelto.
MOTIONER, f. el que propone la cosa.
MOTIONLESS, adj.",4410461,4410744,0.778,Topical,T83917,education,"A dictionary, Spanish and English, and English and Spanish: containing the signification of words, and their different uses; Together with The Terms of Arts, Sciences, and Trades; and The Spanish Words accented and spelled according to the Regulation of the Royal Spanish Academy of Madrid. A new edition, corrected and greatly enlarged, by Joseph Baretti, Secretary for Foreign Correspondence to the Royal Academy of Painting, Sculpture, and Architecture.",22074-a dictionary spanish and english and english and spanish containing signification of words and their different uses together with terms of arts sciences and trades and spanish words accented and spelled according to regulation of royal spanish academy of madrid,1800,English,London,"baretti, giuseppe, 1719-1789"
112,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1347300200,"of motion, by which a body passes

over a certain space in a given time. The velocity is said to be
greater or lesser, according as the body passes over a greater or
lesser space in the fame time.

6. Motion is a continual and fuccernve change of place. If a

body moves through equal spaces in equal times, it is called
equable motion. If its velocity continually increases, it is called
accelerated motion;",23227,23635,0.777,Meaning Match,T77167,science,"The principles of mechanics. Explaining and demonstrating the general laws of motion, the laws of gravity, motion of descending bodies, projectiles, mechanic powers, pendulums, centers of gravity, &c. strength and stress of timber, hydrostatics, and construction of machines. A work very necessary to be known by all gentlemen and others that desire to have an insight into the works of nature and art: and extremely useful to all sorts of artificers; particularly to architects, engineers, shipwrights, millwright's, watchmakers, &c. or any that work in a mechanical way",7670-principles of mechanics,1794,English,London,"emerson, william, 1701-1782"
113,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",260300303,"we yet perceive nuthing but motion? The
truth is, we have-the knowledge of many things,
which have no affinity with motion. Motion
can give us no idea of magnitude. Nor can
motion give us any idea of elementary principles.
Is it not too chimerical to say, that the bare
putting together atoms which are dead and
sc:sLiess, is the cause why the compound be-
cuncs endued with all the power",94871,95259,0.777,Meaning Match,T100109,religion,"A view of nature, in letters to a traveller among the Alps. With reflections on Atheistical philosophy, now exemplified in France. By Richard Joseph Sulivan, ...",192095-a view of nature in letters to traveller among alps with reflections on atheistical philosophy now exemplified in france,1794,English,London,"sulivan, richard joseph, sie, 1752-1806"
114,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",208300200,"pure quantum, according to its composition, without
any quality of that which is moveable, and hence may be called
PHORONOMY ; in thefecond, motion is inveltigated in its relation to
the quantity of matter, under the name of an originally moving
power, and is therefore called DYNAMICS ; in the :-.'t, matter is
examined in reciprocal relation to this quantity, by its peculiar
motion, and appears under the title",215032,215445,0.777,Meaning Match,T94613,philosophy,"Elements of the critical philosophy: containing a concise account of its origin and tendency; a view of all the works published by its founder, Professor Immanuel Kant; and a glossary for the Explanation of Terms and Phrases. To which are added: Three philological essays; chiefly translated from the German of John Christopher Adelung; Aulic Counsellor and First Librarian to the Elector of Saxony. By A. F. M. Willich, M.D.",39405-elements of critical philosophy containing concise account of its origin and tendency view of all works published by its founder professor immanuel kant and glossary for explanation of terms and phrases,1798,English,London,"willich, a. f. m., active 1776., (anthony florian madinger)"
115,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",717900700,"to Thinking, or the liberty of
the Will more than another. No such
circular motion of Atoms can be all Exi-
fient at once; of neceflity it must be made
by degrees, and fucceflively both as to
Place and Time; for Material Man cannot
at the fame Instant be in more Places than
one. So that at any instant of time the
moving Atom is but in one single Point
of the Line; therefore all its motion but",98341,98736,0.777,Meaning Match,T101615,religion,"An antidote against infidelity. In answer to a book, intituled, Second thoughts concerning human soul. Wherein the author's arguments are refuted, ... With a full and clear proof of the soul's immortality, ... By a prebyter [sic] of the Church of England.",93937-an antidote against infidelity in answer to book intituled second thoughts concerning human soul,1702,English,London,"hole, matthew, 1639 or 1640-1730"
116,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1194101100,"left to go on. according to the
,laws of motion among themselves. Hence it is
spoken of as if it were a principle of motion en-
tirely diflin& from nature, and properly set in op-
position to it. Names being commonly given..to

things

things, according to what is most obvious, and is -
fuggeffed. by what appears to the senses without
refleition and research.'

3. It must be observe",74418,74803,0.777,Meaning Match,N3249,philosophy,"A careful and strict enquiry into the modern prevailing notions of that freedom of will, which is supposed to be essential to moral agency, virtue and vice, reward and punishment, praise and blame. By Jonathan Edwards, A.M.",4674-a careful and strict enquiry into modern prevailing notions of that freedom of will which is supposed to be essential to moral agency virtue and vice reward and punishment praise and blame,1775,English,London,"edwards, jonathan, 1703-1758"
117,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",452400900,"fould give Thought and Knowledge to them.

2. If Thinking was any Mode or Species
of Motion, it would follow that All Motion
would be Come degree or kind of Think-
ing. For Motion, in the thing Moved,
excepting only the difference of degrees of
its Swiftness or Slowners, is a Similar
Quiality, and has no variety in it: All its
different Deterninations, or those which
you call its Modes and Species, being nothing",52967,53382,0.777,Topical,T144611,religion,"A third defense of an argument made use of in a letter to Mr Dodwel, to prove the immateriality and natural immortality of the soul. In a letter to the author of the reflexions on Mr Clarke's Second defense, &c.",4199-a defense of argument made use of in letter to dodwel to prove immateriality and natural immortality of soul,1708,English,London,"clarke, samuel, 1675-1729"
118,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",153501100,"their
Effe&s.

§. 21. What Motion is, we describe
There are two Sorts of MOTIONS performed
in an human living Body, viz.

§. 22. I. The-inceant, or fpontanecuts, which
includes the Actions of the Heart, Arteries, and

Lungs

Lungs; and all the Motions produced by Means
of those Ations.

§. 23. All which are vital and incessant, while
Life subsists.

§",31140,31493,0.776,Meaning Match,T58017,science,"A compendium of the practice of physick: or the heads of a system of Practical Physick, Contained in Twenty-Four lectures On the following plan, viz. That Diseases are produced, either, 1. by an Excess in the Quantity of the animal Fluids. Or, 2. by a wrong Quality. Or, 3. by a Deficiency in them; singly, or in some Combination. And therefore I. That Diseases produced by Excess are to be cured by proper Evacuation: And II. Those, which arise from a wrong Quality by alterative Medicines. III. That Distempers resulting from Deficiencies are to be healed by Restoratives. And IV. That Diseases, which are the Effects of combined Causes, are to be removed by combined Remedies. Together with An Account of the Principles, or Rules of Practice recommended in the Lectures; and of Things to be avoided, as prejudicial to the Sick. Whereunto is added, A Letter, shewing what is the proper Preparation of Persons for Inoculation, and for having the Small Pox favourably in the natural Way; and that there are Medicines, which have proved effectual to preserve Persons from the Distemper, tho they had much of the Infection at the Time of their taking them. Published, not only for the Use of those Gentlemen, who may attend the Lectures, but for the Advantage of any, who practice Physick; and also of those, who would not be mismanaged in the Time of Sickness. By Theophilus Lobb, M. D. Member of the College of Physicians, and Fellow of the Royal Society of London.",108018-a compendium of practice of physick or heads of system of practical physick contained in twenty-four lectures on following plan viz,1747,English,London,"lobb, theophilus, 1678-1763"
119,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",252000303,"a
better. If they will define, the definition will either
be grounded upon a hypothesis, or it will darken
the fubjeci rather than throw light upon it.

The Aristotelian definition of motion, that it is
"" iczs cnztis in potentia, quatenus in potentia,"" has been
justly censured by modern Philosophers; yet I think
it is matched by what a celebrated modern Fhilofo-
pher has given us,",7804,8187,0.776,Paraphrase,N8392,philosophy,"Essays on the intellectual and active powers of man. By Thomas Reid, ... In three volumes. ...",7107-essays on active powers of man,1790,English,Dublin,"reid, thomas, 1710-1796"
120,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",219701200,"of Motion;
because the Idea of Thinking and the Idea of
_Motion or any of its Modes, have not the leafi
Likeness or Affinity between them. This, you
fay, proves nothing; because My Idea of
Thinking, is a mere Chimera; but Your Idea
of it, is the fame as your Idea of some lNl-
merical Mode of Motion. I reply; If thisproves
nothing, then neither can any Argument in",441184,441549,0.776,Meaning Match,T38165,philosophy,"A letter to Mr. Dodwell; wherein all arguments in his Epistolary discourse against the immortality of the soul are particularly answered, and the Judgment of the Fathers concerning that Matter truly represented. Together with a defence of an argument made use of in the above-mentioned letter to Mr. Dodwell, to prove the Immateriality and Natural Immortality of the Soul. In four letters to the autho r of Some remarks, &c. To which is added, Some reflections on that part of a book called Amyntor, which relates to the Writings of the Primitive Fathers, and the Canon of the New Testament. By Samuel Clarke, D. D. late Rector of St. James's Westminster.",6127-a letter to dodwell wherein all arguments in his epistolary discourse against immortality of soul are particularly answered and judgment of fathers concerning that matter truly represented,1731,English,London,"clarke, samuel, 1675-1729"
121,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",519300302,"idée de la matière ne ren
fermant pas celle la de force, le mouvement n,
peut pas être une de fes propriétés. Il faut
par conféquent, difoit-il, chercher ailleun
la caufe de fon aétivité. Or , ce princip'
aétif, en tant que caufe du mouvement, i
i'appelloit l'ame, parce qu'il anime l'univers [a],

2. Il diflinguoit entre",354657,354979,0.776,Meaning Match,T139657,literature_and_arts,"La nouvelle cyropédie, ou les voyages de Cyrus. Avec un discours sur la théologie & la mythologie des anciens. Par M. Ramsay. En françois et anglois. ...",238-voyages de cyrus,1786,French,Saint-Malo,"ramsay, chevalier, 1686-1743., (andrew michael)"
122,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1175500200,"motion; of its bounds,
figure, dimensions and extension.

D E F I N I T I O N VIII.
Extension of a body is that propertyi
whereby it occupies space; whence its mag-

nitude,

nitude, dimensions, limits, and figure; its
divisibility and parts; their quantity, &c.
which are modes of being depending on
matter.

DEFINITION IX.
Inative matter (by its title)",37001,37355,0.776,Meaning Match,N31268,philosophy,An essay on the investigation of the first principles of nature: together with the application thereof to solve the phænomena of the physical system. Part I. Containing a new philosophical theory; ... By Felix O'Gallagher.,15329-essay on investigation of first principles of nature,1784,English,London,"o'gallagher, felix"
123,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",535200104,"most men speak of the proposed diftintion of
motion in so obscure or lo uncertain a way,
that it is not easy to know, what they mean
by either of the members of it. But yet
some there are, who endeavour to speak in-
telligibly, (and for that are to be commend-
ed) and define natural motion to be that,
whose principle is within the moving body
itself; and violent motion that, which bodies
are put",2131714,2132112,0.775,Meaning Match,T4460,science,The works of the Honourable Robert Boyle. In five volumes. To which is prefixed the life of the author. ...,110819-works of honourable robert boyle in five volumes,1744,English,London,"Boyle, Robert, 1627-1691."
124,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",556500601,"Motion, or the
Degrees of Force, which are found in the
Body.

Arift. I perfectly apprehend your Meaning.
The Determination of Motion is its Direction
towards one Part rather than towards another.
The Velocity of Motion is its Relation to the

greater

4- .2~ ~ P
~~~~iU~i

-""-.-A **~---~~

I--

t~~~~·-

greater or smaller Length, both of the Time
and of",111671,112026,0.775,Meaning Match,T109105,science,"Philosophical conversations: or, a new system of physics, by way of dialogue. With eighty nine copper plates. Written in French by Father Regnault of the Society of Jesus Translated into English and illustrated with Notes by Thomas Dale, M. D. In Three Volumes. ...",184420-entretiens physiques dariste et deudoxe,1731,English,London,"regnault, pere, 1683-1762., (noel)"
125,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1375400200,"or motion~s, which they com-
alnumcate to our organs.

40. You fee, that all is aaion in nature, and

yet pretend that nature, by itse~lf, is dead and
without power. Youjmagine, that this all, es.

feantially

£entially adi~ng, needs ·a mover )· What then is
this mover ? It is a [pirit ; a being a~bolutely inc
comprehensible and",42586,42916,0.775,Topical,W30577,religion,"Common sense: or, natural ideas opposed to supernatural. [Two lines in Latin from Petronius] Translated from the French",2462-bon-sens,1795,English,[New York],"holbach, paul henri thiry, baron d', 1723-1789"
126,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1127400400,"Atom
cannot think, nor is acted upon by other
Matter mechanically, how can it either
move itself, or know the Proportions
there is in other Parcels of Matter, at
immense Difiances, and the proportions
of the Diflances to steer always a proper
Course ?

They also tell us, that one solid Sub-
stance, or mass of Substances, being by
Chance, or any way, for they tell us
not how, moving,",106553,106938,0.775,Topical,T170232,philosophy,"Moses's principia. Part II. Of the Circulation of the Heavens. Of the Cause of the Motion and Course of the Earth, Moon, &c. Of the Religion, Philosophy, and Emblems of the Heathens before Moses writ, And of the Jews after. In Confirmation of the Natural History of the Bible. With notes. By J. H.",4980-mosess principia,1727,English,London,"hutchinson, john, 1674-1737"
127,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",109000501,"phenomenon of
motion can any where exifr where there is not
thought. Motion may be distributed into four
ciafies; the simpler motions .which result from
what are called the essential properties of matter
and the laws of impulse; the more complex ones
which cannot be accounted for by the assumption
of these laws, such as gravitation, elasticity,
electricity and magnetism; and the motions of
the vegetable and animal systems. Each of these",498767,499207,0.775,Meaning Match,N6481,philosophy,"An enquiry concerning political justice, and its influence on general virtue and happiness, by William Godwin. In two volumes. ...",10279-enquiry concerning political justice and its influence on morals and happiness,1793,English,Dublin,"Godwin, William, 1756-1836."
128,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1168000500,"several Quantities, and

ualities of all Things. Now these last
are ADJECTIVES; those which denote
Motions, or their Privation, are either
VERBS or PARTICIPLES.

AND this Circumstance leads to a far-
ther DiffinEion, which may be explained
as follows. That all Motion is in Time,
and therefore, wherever it exists, implies
Time as its concomitant, is evident to all",101644,102009,0.775,Meaning Match,T146749,philosophy,Hermes or a philosophical inqviry concerning vniversal grammar by Iames Harris Esq.,7465-hermes or philosophical inqviry concerning vniversal grammar,1771,English,London,"harris, james, 1709-1780"
129,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1665300112,"pretend to de- definuuots
fine motion, by calling it a passage or removal of one of.
part of matter, out of the neighbourhood of tho'e
parts to which it is immediately contiguous, into the
neighbourhood of others. Borelli defines motion to
be the successive pafflage of a body from place to place.
Others fay that it is the applicationgof a body to dif-
ferent parts of infinite andlim",2542266,2542651,0.775,Meaning Match,T197400,education,"Encyclopaedia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature on a plan entirely new. ...","X-encyclopaedia britannica; or, a dictionary of arts, sciences, and miscellaneous literature on a plan entirely new. .",1790,English,Dublin,
130,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",62800800,"Definition of Motion, that
it is a 2ranJlatioi of Bodies from /lace to
Place; for Motion runs thro' Bodies, and
prosecutes its Course, where the Bcdies 'tis
imprefs'd upon, are themselves fixed and un-
moveable, and without any fuchTranflation
either of the whole Body, or Alteration of
the Body's Constitution by Cession of the
Particles inward: As for Example,",98913,99275,0.775,Meaning Match,T112146,religion,"The doctrine of light, sight, and colours, and our notions of the nature of them reform'd. Or, an essay to solve and explain the phenomena of vision, by a new hypothesis; and to shew, that light is not by any rays or emanations from the sun. By Mr. Place. ...",104927-doctrine of light sight and colours and our notions of nature of them reformd or essay to solve and explain phenomena of vision by new hypothesis and to shew that light is not by any rays or emanations from sun by mr place,1738,English,London,
131,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",818000104,"This definition is incumbered with greater
difficulties than the antecedent ones. All the
modern philosophers oppose it, although for
diftin& and contrary reasons. Gaffendo, father
Maignan, and the other atomists, attribute
motion ab intrinfico to atoms, from which dog-
ma it will follow, that motion ab intrinfico, is
not diftintly peculiar to living animals. The
Cartesians are very positive in maintaining,",107340,107750,0.775,Meaning Match,T131931,unknown,"Essays, or discourses, selected from the works of Feyjoo, and translated from the Spanish, by John Brett, Esq. ...",126552-essays or discourses selected from works of feyjoo and translated from spanish by john brett,1780,English,London,"feijoo y montenegro, benito jeronimo, 1676-1764"
132,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",178700200,"d it is air. Nor do any of these philofo-
phers seem to have been aware of this question,
Who is the author of motion, orfrom whence did
motion take its rie ? But other philosophers, who
professed one cause not sufficient to the produc-
tion and formation of the universe, introduced
some of them two causes; and others, four:
and in this view of things, they attribute the
effciency, or the power",457915,458312,0.775,Meaning Match,T73542,religion,"The necessity of revelation: or an enquiry into the extent of human powers with respect to matters of religion; Especially those two fundamental Articles, The Being of God, and The Immortality of the Soul. By Archibald Campbell, D. D. Regius Professor of Divinity and Ecclesiastical History in the University of St. Andrews.",147678-necessity of revelation or enquiry into extent of human powers with respect to matters of religion especially those two fundamental articles being of god and immortality of soul by archibald campbell d d regius professor of divinity and ecclesiastical history in university of st andrews,1739,English,London,"campbell, archibald, 1691-1756"
133,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",1268700600,"our, but the Principles of
Body will be never a whit the less noble.

You tell me my Definition of Motion is
very faulty, because it only agrees with local
* Motion. And suppose I be minded to define
only Local Motion, or to call nothing Motion
but what is Local, what ill Consequence can
you infer from hence ? Consequence ! Why,
mercy upon us ! at this rate Generation, Cor-
ruption, Augment",227695,228088,0.774,Meaning Match,T183770,philosophy,"A discourse of logomachys, or controversys about words, so common among learned men. To which is added, a dissertation concerning meteors of stile, or false sublimity. Both written in Latin, by Samuel Werenfelsius of Basil, and translated into English.",53623-dissertatio de logomachiis,1711,English,London,"werenfels, samuel, 1657-1740"
134,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",963200102,"Motion, That whatsoever is mov'd, is mov'd
by some other thing, or that nothing can move it self;

it

it thence unavoidably follows, that there is no eternal
ftnmov'd Mover: but on the contrary, there was an
eternal Moved; or that one thing was mov'd by ano-
ther from Eternity infinitely, without any fir/ Mover
or Cause",515554,515876,0.774,Meaning Match,T144036,philosophy,"An abridgment of Dr. Cudworth's True intellectual system of the universe. In which all the arguments for and against atheism are clearly stated and examined. To which is prefix'd, An Examination of what that learned Person advanc'd touching the Doctrine of a Trinity in Unity, and the Resurrection of the Body. In two volumes.",5577-true intellectual system of universe,1732,English,London,"cudworth, ralph, 1617-1688"
135,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",37300100,"which bodies move, are diredly as
the spaces they describe, and inversely as the times in which'they describe
these spaces.
It is manifest, that the degree of velocity increases as the space a body passes over in a
given time increases, and as the time in which it passes over a given space decreases; and the
reverse. For example; If. one ball A move over fix feet, and another ball B over three feet",47429,47830,0.774,Topical,T105930,science,"Institutes of natural philosophy, theoretical and experimental. By William Enfield, LL.D.",25105-institutes of natural philosophy theoretical and experimental by william enfield ll,1799,English,London,"enfield, william, 1741-1797"
136,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",679400500,"is, what is the Mover ?-On this Question
, our Philosophers are undetermined--dubious
f' till upon the Point, because ignorant of that
, mechanical Contrivance, by which one Part of
, the Creation is made to as upon, and give Mo-

,' ion to itself and the reft."" If I should fay that
one Wheel of a Clock moves another, and so on, I
do not",228192,228531,0.774,Topical,T64936,religion,"A defence of Mr. Hutchinson's tenets in philosophy and divinity, In Answer to the objections of Mr. Berington. By Julius Bate, M.A.",150768-a defence of mr hutchinsons tenets in philosophy and divinity in answer to objections of mr,1751,English,London,"bate, julius, 1711-1771"
137,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",88200107,"fc of atoms. They could never meet if they moved with equal speed. Pri-
mitive atoms, being the fmilllft parts of matter, would move more slowly than bodies of greater
bulk, which have more gravity; yet there are absurdly fuppofd to move the fwiftelt. His asser_
tion, that fame primitive atoms have a dirci', and others an inclining motion, implies a contra.
!if",2719490,2719853,0.774,Topical,T2891,literature_and_arts,A complete edition of the poets of Great Britain. ...,X-a complete edition of the poets of great britain. .,1795,English,London,
138,464,"ing their Causes, or any otherwise. The *Atomists,* who define Motion to be *a passage from one place to another,* What do they more than put one synonymous Word for another? For what is *Passage* other than *Motion",184800900,"less you suppose it to have been
eternal) must have derived its origin from an.
immaterial agent. Nor is this all. Some of
the most illustrious disciples of the Newto-
nian school contend farther, that not only
the origin of motion, but the continuance of
it also, requires the perpetual agency of some-
thing different from, and superior to, matter.
They think it clear to demonstration, that all
the great movements of the",127711,128135,0.774,Topical,T81989,religion,"Sermons on several subjects. By the Right Reverend Beilby Porteus, D. D. Bishop of Chester.",1857-sermons on several subjects,1783,English,London,"porteus, beilby, lord bishop, 1731-1809"
